,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,months,hours,week_days,HI
3827,2,0,0,1,29.52,34.09,62,16.9979,108,252,360,9,11,6,29.52
3828,2,0,0,1,29.52,34.09,62,15.0013,144,260,404,9,12,6,29.52
3829,2,0,0,1,30.34,34.09,55,19.0012,131,239,370,9,13,6,30.34
3830,2,0,0,1,30.34,34.09,55,19.0012,129,230,359,9,14,6,30.34
3831,2,0,0,1,30.34,34.09,55,15.0013,217,263,480,9,15,6,30.34
3832,2,0,0,1,30.34,34.09,55,12.998,170,261,431,9,16,6,30.34
3833,2,0,0,1,30.34,34.09,55,15.0013,185,275,460,9,17,6,30.34
3834,2,0,0,1,29.52,33.335,58,12.998,119,241,360,9,18,6,29.52
3835,2,0,0,1,28.7,32.575,58,8.9981,101,214,315,9,19,6,28.7
3836,2,0,0,1,27.06,31.06,69,7.0015,78,167,245,9,20,6,27.06
3837,2,0,0,1,26.24,29.545,78,6.0032,59,171,230,9,21,6,26.24
3838,2,0,0,1,26.24,29.545,78,0.0,49,126,175,9,22,6,26.24
3839,2,0,0,2,25.42,28.03,88,0.0,32,107,139,9,23,6,25.42
3840,2,0,0,1,25.42,28.03,88,0.0,29,79,108,9,0,7,25.42
3841,2,0,0,2,25.42,28.03,88,0.0,22,66,88,9,1,7,25.42
3842,2,0,0,2,25.42,29.545,78,12.998,16,60,76,9,2,7,25.42
3843,2,0,0,2,25.42,29.545,78,6.0032,15,30,45,9,3,7,25.42
3844,2,0,0,1,24.6,28.03,83,8.9981,3,6,9,9,4,7,24.6
3845,2,0,0,1,24.6,28.03,83,8.9981,15,24,39,9,5,7,24.6
3846,2,0,0,1,23.78,27.275,88,7.0015,4,16,20,9,6,7,23.78
3847,2,0,0,1,24.6,27.275,88,0.0,9,28,37,9,7,7,24.6
3848,2,0,0,1,26.24,29.545,78,0.0,25,69,94,9,8,7,26.24
3849,2,0,0,1,27.06,31.06,74,0.0,59,168,227,9,9,7,27.06
3850,2,0,0,1,28.7,32.575,65,0.0,120,214,334,9,10,7,28.7
3851,2,0,0,1,28.7,32.575,65,0.0,144,258,402,9,11,7,28.7
3852,2,0,0,1,28.7,32.575,65,0.0,113,298,411,9,12,7,28.7
3853,2,0,0,1,30.34,34.09,58,7.0015,119,231,350,9,13,7,30.34
3854,2,0,0,1,29.52,33.335,58,19.0012,120,222,342,9,14,7,29.52
3855,2,0,0,1,30.34,33.335,51,19.9995,134,270,404,9,15,7,30.34
3856,2,0,0,1,29.52,33.335,51,19.9995,180,303,483,9,16,7,29.52
3857,2,0,0,1,29.52,33.335,51,8.9981,152,228,380,9,17,7,29.52
3858,2,0,0,1,27.88,31.82,65,19.9995,110,229,339,9,18,7,27.88
3859,2,0,0,1,26.24,30.305,69,7.0015,101,232,333,9,19,7,26.24
3860,2,0,0,1,25.42,29.545,73,7.0015,65,161,226,9,20,7,25.42
3861,2,0,0,1,26.24,30.305,69,0.0,45,114,159,9,21,7,26.24
3862,2,0,0,1,25.42,30.305,69,26.0027,21,74,95,9,22,7,25.42
3863,2,0,0,3,23.78,27.275,78,6.0032,12,33,45,9,23,7,23.78
3864,2,0,1,1,22.96,26.515,88,6.0032,5,11,16,9,0,1,22.96
3865,2,0,1,1,22.96,26.515,88,0.0,1,11,12,9,1,1,22.96
3866,2,0,1,1,22.96,26.515,88,0.0,2,0,2,9,2,1,22.96
3867,2,0,1,1,22.14,25.76,94,7.0015,0,4,4,9,4,1,22.14
3868,2,0,1,1,22.96,26.515,83,0.0,1,23,24,9,5,1,22.96
3869,2,0,1,1,22.96,26.515,83,0.0,1,108,109,9,6,1,22.96
3870,2,0,1,1,23.78,27.275,83,0.0,12,300,312,9,7,1,23.78
3871,2,0,1,1,24.6,28.79,78,6.0032,26,382,408,9,8,1,24.6
3872,2,0,1,1,26.24,30.305,69,0.0,21,155,176,9,9,1,26.24
3873,2,0,1,1,27.88,31.82,62,11.0014,40,89,129,9,10,1,27.88
3874,2,0,1,1,28.7,32.575,58,12.998,34,131,165,9,11,1,28.7
3875,2,0,1,1,29.52,33.335,51,12.998,37,147,184,9,12,1,29.52
3876,2,0,1,1,29.52,33.335,54,7.0015,43,120,163,9,13,1,29.52
3877,2,0,1,1,30.34,33.335,51,11.0014,60,129,189,9,14,1,30.34
3878,2,0,1,1,30.34,33.335,48,6.0032,60,152,212,9,15,1,30.34
3879,2,0,1,1,29.52,33.335,48,0.0,60,238,298,9,16,1,29.52
3880,2,0,1,1,29.52,33.335,51,11.0014,75,515,590,9,17,1,29.52
3881,2,0,1,1,28.7,32.575,54,12.998,56,515,571,9,18,1,28.7
3882,2,0,1,1,27.88,31.82,57,8.9981,63,373,436,9,19,1,27.88
3883,2,0,1,1,27.06,31.06,65,0.0,41,258,299,9,20,1,27.06
3884,2,0,1,1,26.24,30.305,73,6.0032,29,166,195,9,21,1,26.24
3885,2,0,1,1,25.42,28.79,83,11.0014,16,134,150,9,22,1,25.42
3886,2,0,1,1,25.42,28.79,83,7.0015,7,62,69,9,23,1,25.42
3887,2,0,1,1,24.6,27.275,88,7.0015,7,19,26,9,0,2,24.6
3888,2,0,1,1,23.78,27.275,83,7.0015,4,6,10,9,1,2,23.78
3889,2,0,1,1,24.6,28.79,78,0.0,2,0,2,9,2,2,24.6
3890,2,0,1,1,23.78,27.275,83,0.0,2,2,4,9,3,2,23.78
3891,2,0,1,1,22.96,26.515,88,0.0,2,6,8,9,4,2,22.96
3892,2,0,1,1,22.96,26.515,88,0.0,1,19,20,9,5,2,22.96
3893,2,0,1,1,22.96,26.515,88,7.0015,6,116,122,9,6,2,22.96
3894,2,0,1,1,23.78,27.275,83,6.0032,14,348,362,9,7,2,23.78
3895,2,0,1,1,24.6,28.03,81,7.0015,26,399,425,9,8,2,24.6
3896,2,0,1,1,26.24,30.305,69,6.0032,35,179,214,9,9,2,26.24
3897,2,0,1,1,27.88,31.82,69,8.9981,42,93,135,9,10,2,27.88
3898,2,0,1,1,28.7,32.575,61,11.0014,33,120,153,9,11,2,28.7
3899,2,0,1,1,29.52,33.335,58,15.0013,43,144,187,9,12,2,29.52
3900,2,0,1,1,30.34,33.335,51,19.0012,48,136,184,9,13,2,30.34
3901,2,0,1,1,30.34,33.335,51,22.0028,51,139,190,9,14,2,30.34
3902,2,0,1,1,30.34,33.335,51,19.9995,35,145,180,9,15,2,30.34
3903,2,0,1,1,30.34,33.335,51,15.0013,41,251,292,9,16,2,30.34
3904,2,0,1,1,30.34,33.335,51,15.0013,72,507,579,9,17,2,30.34
3905,2,0,1,1,28.7,32.575,61,11.0014,67,472,539,9,18,2,28.7
3906,2,0,1,1,27.88,31.82,69,11.0014,55,341,396,9,19,2,27.88
3907,2,0,1,1,27.06,31.06,74,12.998,31,241,272,9,20,2,27.06
3908,2,0,1,1,26.24,29.545,78,11.0014,45,200,245,9,21,2,26.24
3909,2,0,1,1,26.24,29.545,78,8.9981,24,120,144,9,22,2,26.24
3910,2,0,1,1,26.24,29.545,78,7.0015,15,59,74,9,23,2,26.24
3911,2,0,1,1,25.42,29.545,78,6.0032,5,28,33,9,0,3,25.42
3912,2,0,1,1,25.42,29.545,78,6.0032,1,7,8,9,1,3,25.42
3913,2,0,1,1,24.6,28.03,83,0.0,1,4,5,9,2,3,24.6
3914,2,0,1,1,24.6,27.275,88,8.9981,1,7,8,9,3,3,24.6
3915,2,0,1,1,24.6,28.03,83,6.0032,1,8,9,9,4,3,24.6
3916,2,0,1,1,23.78,27.275,88,7.0015,1,30,31,9,5,3,23.78
3917,2,0,1,1,23.78,27.275,88,7.0015,7,138,145,9,6,3,23.78
3918,2,0,1,1,24.6,28.03,83,7.0015,20,350,370,9,7,3,24.6
3919,2,0,1,1,25.42,28.79,83,11.0014,33,396,429,9,8,3,25.42
3920,2,0,1,1,26.24,29.545,78,11.0014,19,183,202,9,9,3,26.24
3921,2,0,1,1,28.7,32.575,70,8.9981,27,115,142,9,10,3,28.7
3922,2,0,1,1,29.52,34.09,66,11.0014,43,121,164,9,11,3,29.52
3923,2,0,1,1,30.34,34.09,58,15.0013,56,156,212,9,12,3,30.34
3924,2,0,1,1,31.16,34.85,55,16.9979,39,139,178,9,13,3,31.16
3925,2,0,1,1,31.98,35.605,52,15.0013,19,105,124,9,14,3,31.98
3926,2,0,1,1,31.98,35.605,49,16.9979,30,146,176,9,15,3,31.98
3927,2,0,1,1,31.16,34.85,52,19.0012,36,241,277,9,16,3,31.16
3928,2,0,1,1,31.16,34.85,52,19.0012,87,512,599,9,17,3,31.16
3929,2,0,1,1,29.52,34.09,62,11.0014,83,503,586,9,18,3,29.52
3930,2,0,1,2,28.7,32.575,70,7.0015,44,337,381,9,19,3,28.7
3931,2,0,1,2,29.52,33.335,58,27.9993,40,221,261,9,20,3,29.52
3932,2,0,1,2,27.06,31.06,65,15.0013,24,189,213,9,21,3,27.06
3933,2,0,1,2,27.06,31.06,65,8.9981,20,140,160,9,22,3,27.06
3934,2,0,1,2,26.24,30.305,69,7.0015,10,62,72,9,23,3,26.24
3935,2,0,1,1,26.24,30.305,69,8.9981,3,34,37,9,0,4,26.24
3936,2,0,1,1,26.24,30.305,69,11.0014,0,20,20,9,1,4,26.24
3937,2,0,1,1,25.42,29.545,73,7.0015,0,5,5,9,2,4,25.42
3938,2,0,1,1,25.42,29.545,73,6.0032,3,5,8,9,3,4,25.42
3939,2,0,1,1,24.6,28.79,78,7.0015,2,5,7,9,4,4,24.6
3940,2,0,1,1,24.6,28.79,78,0.0,1,30,31,9,5,4,24.6
3941,2,0,1,2,24.6,28.03,83,16.9979,5,119,124,9,6,4,24.6
3942,2,0,1,2,25.42,29.545,78,12.998,17,321,338,9,7,4,25.42
3943,2,0,1,1,26.24,30.305,73,8.9981,27,364,391,9,8,4,26.24
3944,2,0,1,2,26.24,30.305,73,23.9994,23,186,209,9,9,4,26.24
3945,2,0,1,2,27.06,31.06,69,16.9979,25,96,121,9,10,4,27.06
3946,2,0,1,2,27.88,31.82,65,8.9981,39,120,159,9,11,4,27.88
3947,2,0,1,2,27.06,31.06,69,19.9995,31,148,179,9,12,4,27.06
3948,2,0,1,2,26.24,30.305,65,19.0012,38,151,189,9,13,4,26.24
3949,2,0,1,2,26.24,30.305,65,27.9993,36,134,170,9,14,4,26.24
3950,2,0,1,2,24.6,29.545,69,27.9993,25,110,135,9,15,4,24.6
3951,2,0,1,2,22.14,25.76,77,31.0009,29,193,222,9,16,4,22.14
3952,2,0,1,3,19.68,23.485,82,31.0009,31,230,261,9,17,4,19.68
3953,2,0,1,3,19.68,23.485,67,40.9973,22,222,244,9,18,4,19.68
3954,2,0,1,1,18.86,22.725,67,31.0009,20,212,232,9,19,4,18.86
3955,2,0,1,1,18.86,22.725,63,22.0028,25,223,248,9,20,4,18.86
3956,2,0,1,1,18.86,22.725,63,22.0028,11,134,145,9,21,4,18.86
3957,2,0,1,1,18.04,21.97,67,19.0012,7,108,115,9,22,4,18.04
3958,2,0,1,1,18.04,21.97,67,15.0013,8,61,69,9,23,4,18.04
3959,2,0,1,1,17.22,21.21,71,15.0013,5,43,48,9,0,5,17.22
3960,2,0,1,1,17.22,21.21,67,12.998,7,19,26,9,1,5,17.22
3961,2,0,1,1,16.4,20.455,71,19.0012,3,7,10,9,2,5,16.4
3962,2,0,1,1,16.4,20.455,71,16.9979,2,4,6,9,3,5,16.4
3963,2,0,1,1,16.4,20.455,71,19.0012,1,3,4,9,4,5,16.4
3964,2,0,1,1,15.58,19.695,76,12.998,2,30,32,9,5,5,15.58
3965,2,0,1,1,15.58,19.695,71,15.0013,6,87,93,9,6,5,15.58
3966,2,0,1,1,16.4,20.455,71,19.0012,16,283,299,9,7,5,16.4
3967,2,0,1,1,17.22,21.21,67,15.0013,23,386,409,9,8,5,17.22
3968,2,0,1,1,18.86,22.725,55,16.9979,21,189,210,9,9,5,18.86
3969,2,0,1,2,20.5,24.24,51,19.0012,36,104,140,9,10,5,20.5
3970,2,0,1,2,20.5,24.24,51,8.9981,40,139,179,9,11,5,20.5
3971,2,0,1,2,21.32,25.0,45,0.0,39,212,251,9,12,5,21.32
3972,2,0,1,2,22.14,25.76,42,0.0,55,168,223,9,13,5,22.14
3973,2,0,1,2,22.14,25.76,45,11.0014,49,176,225,9,14,5,22.14
3974,2,0,1,2,22.14,25.76,45,15.0013,38,165,203,9,15,5,22.14
3975,2,0,1,2,21.32,25.0,48,11.0014,67,291,358,9,16,5,21.32
3976,2,0,1,2,21.32,25.0,48,8.9981,86,480,566,9,17,5,21.32
3977,2,0,1,2,21.32,25.0,52,11.0014,55,427,482,9,18,5,21.32
3978,2,0,1,2,20.5,24.24,55,11.0014,59,256,315,9,19,5,20.5
3979,2,0,1,2,20.5,24.24,55,0.0,41,184,225,9,20,5,20.5
3980,2,0,1,2,20.5,24.24,63,0.0,39,124,163,9,21,5,20.5
3981,2,0,1,1,19.68,23.485,67,6.0032,32,135,167,9,22,5,19.68
3982,2,0,1,1,20.5,24.24,59,0.0,20,106,126,9,23,5,20.5
3983,2,0,0,1,18.86,22.725,72,11.0014,28,80,108,9,0,6,18.86
3984,2,0,0,1,18.86,22.725,72,7.0015,28,52,80,9,1,6,18.86
3985,2,0,0,1,18.86,22.725,82,6.0032,18,61,79,9,2,6,18.86
3986,2,0,0,1,18.86,22.725,72,8.9981,7,21,28,9,3,6,18.86
3987,2,0,0,1,18.86,22.725,72,8.9981,1,4,5,9,4,6,18.86
3988,2,0,0,1,18.86,22.725,72,11.0014,2,3,5,9,5,6,18.86
3989,2,0,0,2,18.86,22.725,72,15.0013,5,17,22,9,6,6,18.86
3990,2,0,0,2,18.86,22.725,77,12.998,4,33,37,9,7,6,18.86
3991,2,0,0,2,18.86,22.725,77,16.9979,27,81,108,9,8,6,18.86
3992,2,0,0,2,19.68,23.485,67,15.0013,32,145,177,9,9,6,19.68
3993,2,0,0,2,20.5,24.24,68,19.0012,72,177,249,9,10,6,20.5
3994,2,0,0,2,21.32,25.0,68,15.0013,119,248,367,9,11,6,21.32
3995,2,0,0,2,21.32,25.0,67,15.0013,115,257,372,9,12,6,21.32
3996,2,0,0,2,21.32,25.0,68,12.998,124,225,349,9,13,6,21.32
3997,2,0,0,2,21.32,25.0,72,12.998,123,174,297,9,14,6,21.32
3998,2,0,0,2,21.32,25.0,72,12.998,148,206,354,9,15,6,21.32
3999,2,0,0,1,22.14,25.76,68,16.9979,116,189,305,9,16,6,22.14
4000,2,0,0,1,21.32,25.0,72,15.0013,141,218,359,9,17,6,21.32
4001,2,0,0,2,21.32,25.0,72,15.0013,95,234,329,9,18,6,21.32
4002,2,0,0,1,21.32,25.0,68,8.9981,70,186,256,9,19,6,21.32
4003,2,0,0,1,21.32,25.0,68,8.9981,43,133,176,9,20,6,21.32
4004,2,0,0,2,20.5,24.24,72,12.998,49,121,170,9,21,6,20.5
4005,2,0,0,1,20.5,24.24,72,15.0013,31,112,143,9,22,6,20.5
4006,2,0,0,1,18.86,22.725,82,11.0014,36,100,136,9,23,6,18.86
4007,2,0,0,1,18.86,22.725,77,15.0013,24,88,112,9,0,7,18.86
4008,2,0,0,1,18.86,22.725,77,15.0013,13,66,79,9,1,7,18.86
4009,2,0,0,1,18.04,21.97,82,16.9979,21,68,89,9,2,7,18.04
4010,2,0,0,1,18.04,21.97,82,12.998,11,25,36,9,3,7,18.04
4011,2,0,0,1,18.04,21.97,77,15.0013,1,0,1,9,4,7,18.04
4012,2,0,0,1,18.04,21.97,77,15.0013,1,5,6,9,5,7,18.04
4013,2,0,0,1,18.04,21.97,77,16.9979,2,10,12,9,6,7,18.04
4014,2,0,0,1,18.86,22.725,72,15.0013,15,29,44,9,7,7,18.86
4015,2,0,0,1,18.86,22.725,72,16.9979,16,53,69,9,8,7,18.86
4016,2,0,0,1,19.68,23.485,67,16.9979,46,94,140,9,9,7,19.68
4017,2,0,0,1,20.5,24.24,72,11.0014,82,178,260,9,10,7,20.5
4018,2,0,0,1,21.32,25.0,68,15.0013,116,201,317,9,11,7,21.32
4019,2,0,0,1,22.14,25.76,64,8.9981,135,229,364,9,12,7,22.14
4020,2,0,0,1,22.96,26.515,60,8.9981,162,214,376,9,13,7,22.96
4021,2,0,0,2,23.78,27.275,56,8.9981,127,184,311,9,14,7,23.78
4022,2,0,0,2,23.78,27.275,60,8.9981,132,233,365,9,15,7,23.78
4023,2,0,0,2,22.96,26.515,64,11.0014,134,235,369,9,16,7,22.96
4024,2,0,0,2,22.96,26.515,64,12.998,95,230,325,9,17,7,22.96
4025,2,0,0,2,22.96,26.515,60,7.0015,66,223,289,9,18,7,22.96
4026,2,0,0,2,22.14,25.76,68,7.0015,54,191,245,9,19,7,22.14
4027,2,0,0,2,22.14,25.76,68,6.0032,44,136,180,9,20,7,22.14
4028,2,0,0,2,22.14,25.76,68,6.0032,37,110,147,9,21,7,22.14
4029,2,0,0,2,22.14,25.76,68,6.0032,9,75,84,9,22,7,22.14
4030,2,0,0,1,22.14,25.76,68,12.998,10,44,54,9,23,7,22.14
4031,2,0,1,2,21.32,25.0,72,11.0014,14,23,37,9,0,1,21.32
4032,2,0,1,2,21.32,25.0,72,7.0015,3,7,10,9,1,1,21.32
4033,2,0,1,2,21.32,25.0,72,8.9981,6,7,13,9,2,1,21.32
4034,2,0,1,2,20.5,24.24,77,8.9981,1,4,5,9,3,1,20.5
4035,2,0,1,2,20.5,24.24,77,11.0014,2,6,8,9,4,1,20.5
4036,2,0,1,2,20.5,24.24,77,12.998,2,26,28,9,5,1,20.5
4037,2,0,1,1,20.5,24.24,77,15.0013,6,107,113,9,6,1,20.5
4038,2,0,1,2,20.5,24.24,82,15.0013,20,312,332,9,7,1,20.5
4039,2,0,1,2,21.32,25.0,77,8.9981,29,391,420,9,8,1,21.32
4040,2,0,1,2,22.14,25.76,68,11.0014,32,183,215,9,9,1,22.14
4041,2,0,1,2,22.96,26.515,64,8.9981,21,84,105,9,10,1,22.96
4042,2,0,1,2,23.78,27.275,64,11.0014,41,98,139,9,11,1,23.78
4043,2,0,1,2,23.78,27.275,60,6.0032,51,138,189,9,12,1,23.78
4044,2,0,1,2,24.6,30.305,60,0.0,53,124,177,9,13,1,24.6
4045,2,0,1,2,24.6,30.305,60,12.998,45,143,188,9,14,1,24.6
4046,2,0,1,2,24.6,30.305,60,15.0013,44,143,187,9,15,1,24.6
4047,2,0,1,2,24.6,30.305,60,11.0014,55,208,263,9,16,1,24.6
4048,2,0,1,2,23.78,27.275,64,8.9981,85,483,568,9,17,1,23.78
4049,2,0,1,2,22.96,26.515,68,8.9981,56,484,540,9,18,1,22.96
4050,2,0,1,2,22.96,26.515,68,7.0015,41,333,374,9,19,1,22.96
4051,2,0,1,2,22.96,26.515,68,8.9981,27,204,231,9,20,1,22.96
4052,2,0,1,2,22.96,26.515,68,11.0014,19,181,200,9,21,1,22.96
4053,2,0,1,2,22.96,26.515,68,11.0014,25,104,129,9,22,1,22.96
4054,2,0,1,2,22.96,26.515,73,12.998,13,55,68,9,23,1,22.96
4055,3,0,0,1,20.5,24.24,63,26.0027,24,106,130,10,0,6,20.5
4056,3,0,0,1,19.68,23.485,67,22.0028,11,47,58,10,1,6,19.68
4057,3,0,0,1,18.86,22.725,63,27.9993,21,46,67,10,2,6,18.86
4058,3,0,0,1,18.86,22.725,59,27.9993,8,17,25,10,3,6,18.86
4059,3,0,0,1,18.04,21.97,58,27.9993,2,6,8,10,4,6,18.04
4060,3,0,0,2,18.04,21.97,62,19.9995,1,4,5,10,5,6,18.04
4061,3,0,0,1,17.22,21.21,67,22.0028,4,15,19,10,6,6,17.22
4062,3,0,0,3,17.22,21.21,67,16.9979,6,30,36,10,7,6,17.22
4063,3,0,0,2,16.4,20.455,76,22.0028,9,58,67,10,8,6,16.4
4064,3,0,0,3,16.4,20.455,82,23.9994,17,112,129,10,9,6,16.4
4065,3,0,0,3,16.4,20.455,76,23.9994,21,100,121,10,10,6,16.4
4066,3,0,0,3,15.58,19.695,82,22.0028,30,102,132,10,11,6,15.58
4067,3,0,0,2,16.4,20.455,82,16.9979,28,130,158,10,12,6,16.4
4068,3,0,0,2,16.4,20.455,82,22.0028,27,98,125,10,13,6,16.4
4069,3,0,0,2,17.22,21.21,71,23.9994,33,147,180,10,14,6,17.22
4070,3,0,0,2,17.22,21.21,71,19.0012,41,154,195,10,15,6,17.22
4071,3,0,0,2,16.4,20.455,76,19.9995,58,165,223,10,16,6,16.4
4072,3,0,0,3,16.4,20.455,76,12.998,58,170,228,10,17,6,16.4
4073,3,0,0,3,15.58,19.695,87,15.0013,23,117,140,10,18,6,15.58
4074,3,0,0,2,15.58,19.695,82,12.998,27,99,126,10,19,6,15.58
4075,3,0,0,3,14.76,18.18,87,7.0015,8,58,66,10,20,6,14.76
4076,3,0,0,3,14.76,18.18,87,7.0015,3,53,56,10,21,6,14.76
4077,3,0,0,2,14.76,17.425,93,15.0013,12,58,70,10,22,6,14.76
4078,3,0,0,3,14.76,17.425,93,15.0013,8,57,65,10,23,6,14.76
4079,3,0,0,3,14.76,16.665,93,19.9995,4,43,47,10,0,7,14.76
4080,3,0,0,3,13.94,15.91,87,16.9979,1,23,24,10,1,7,13.94
4081,3,0,0,3,13.94,15.15,87,19.9995,3,27,30,10,2,7,13.94
4082,3,0,0,3,13.94,15.91,87,19.0012,4,5,9,10,3,7,13.94
4083,3,0,0,2,13.94,15.91,87,16.9979,4,3,7,10,4,7,13.94
4084,3,0,0,1,13.12,15.15,87,19.0012,0,7,7,10,5,7,13.12
4085,3,0,0,1,13.12,15.91,81,11.0014,2,13,15,10,6,7,13.12
4086,3,0,0,1,13.94,16.665,76,12.998,5,24,29,10,7,7,13.94
4087,3,0,0,2,13.94,16.665,76,12.998,14,50,64,10,8,7,13.94
4088,3,0,0,1,14.76,16.665,76,23.9994,19,96,115,10,9,7,14.76
4089,3,0,0,2,14.76,16.665,71,19.0012,60,188,248,10,10,7,14.76
4090,3,0,0,2,15.58,19.695,66,16.9979,74,218,292,10,11,7,15.58
4091,3,0,0,2,16.4,20.455,62,12.998,78,243,321,10,12,7,16.4
4092,3,0,0,3,16.4,20.455,62,15.0013,84,224,308,10,13,7,16.4
4093,3,0,0,3,14.76,17.425,81,11.0014,61,195,256,10,14,7,14.76
4094,3,0,0,3,14.76,16.665,81,16.9979,29,144,173,10,15,7,14.76
4095,3,0,0,3,14.76,17.425,87,12.998,44,162,206,10,16,7,14.76
4096,3,0,0,3,14.76,17.425,87,11.0014,32,135,167,10,17,7,14.76
4097,3,0,0,2,14.76,17.425,81,12.998,16,158,174,10,18,7,14.76
4098,3,0,0,2,15.58,19.695,76,11.0014,34,128,162,10,19,7,15.58
4099,3,0,0,2,14.76,16.665,76,16.9979,16,71,87,10,20,7,14.76
4100,3,0,0,1,14.76,17.425,71,15.0013,17,71,88,10,21,7,14.76
4101,3,0,0,3,14.76,18.18,81,6.0032,9,55,64,10,22,7,14.76
4102,3,0,0,1,14.76,18.18,81,6.0032,6,19,25,10,23,7,14.76
4103,3,0,1,1,13.94,17.425,87,7.0015,3,13,16,10,0,1,13.94
4104,3,0,1,1,14.76,18.18,81,6.0032,1,5,6,10,1,1,14.76
4105,3,0,1,1,14.76,18.18,76,7.0015,0,4,4,10,2,1,14.76
4106,3,0,1,1,14.76,18.94,81,0.0,1,6,7,10,3,1,14.76
4107,3,0,1,1,13.94,17.425,87,7.0015,2,6,8,10,4,1,13.94
4108,3,0,1,2,14.76,18.18,76,7.0015,4,17,21,10,5,1,14.76
4109,3,0,1,2,14.76,18.94,71,0.0,3,91,94,10,6,1,14.76
4110,3,0,1,2,14.76,17.425,71,8.9981,8,241,249,10,7,1,14.76
4111,3,0,1,2,14.76,18.18,71,7.0015,13,359,372,10,8,1,14.76
4112,3,0,1,2,16.4,20.455,66,6.0032,12,141,153,10,9,1,16.4
4113,3,0,1,2,16.4,20.455,66,7.0015,19,82,101,10,10,1,16.4
4114,3,0,1,2,16.4,20.455,71,15.0013,26,100,126,10,11,1,16.4
4115,3,0,1,2,16.4,20.455,71,8.9981,29,118,147,10,12,1,16.4
4116,3,0,1,3,17.22,21.21,67,11.0014,16,102,118,10,13,1,17.22
4117,3,0,1,3,16.4,20.455,76,0.0,26,94,120,10,14,1,16.4
4118,3,0,1,3,16.4,20.455,76,0.0,22,79,101,10,15,1,16.4
4119,3,0,1,2,16.4,20.455,76,7.0015,16,202,218,10,16,1,16.4
4120,3,0,1,2,16.4,20.455,76,11.0014,40,455,495,10,17,1,16.4
4121,3,0,1,2,16.4,20.455,76,11.0014,28,384,412,10,18,1,16.4
4122,3,0,1,1,16.4,20.455,76,0.0,15,300,315,10,19,1,16.4
4123,3,0,1,3,16.4,20.455,82,0.0,13,191,204,10,20,1,16.4
4124,3,0,1,2,16.4,20.455,82,0.0,10,128,138,10,21,1,16.4
4125,3,0,1,2,16.4,20.455,82,0.0,12,79,91,10,22,1,16.4
4126,3,0,1,2,16.4,20.455,82,7.0015,11,43,54,10,23,1,16.4
4127,3,0,1,2,16.4,20.455,87,6.0032,5,22,27,10,0,2,16.4
4128,3,0,1,2,16.4,20.455,87,7.0015,1,8,9,10,1,2,16.4
4129,3,0,1,2,16.4,20.455,87,0.0,1,2,3,10,2,2,16.4
4130,3,0,1,1,16.4,20.455,82,7.0015,3,3,6,10,3,2,16.4
4131,3,0,1,1,16.4,20.455,82,6.0032,3,4,7,10,4,2,16.4
4132,3,0,1,1,16.4,20.455,82,8.9981,2,25,27,10,5,2,16.4
4133,3,0,1,1,16.4,20.455,82,7.0015,3,109,112,10,6,2,16.4
4134,3,0,1,1,17.22,21.21,82,19.0012,11,298,309,10,7,2,17.22
4135,3,0,1,1,18.04,21.97,77,15.0013,28,372,400,10,8,2,18.04
4136,3,0,1,1,18.86,22.725,67,16.9979,19,168,187,10,9,2,18.86
4137,3,0,1,1,19.68,23.485,67,19.0012,19,107,126,10,10,2,19.68
4138,3,0,1,1,22.14,25.76,64,19.0012,22,102,124,10,11,2,22.14
4139,3,0,1,1,22.96,26.515,56,19.9995,39,160,199,10,12,2,22.96
4140,3,0,1,1,22.96,26.515,56,19.9995,20,153,173,10,13,2,22.96
4141,3,0,1,1,23.78,27.275,53,16.9979,27,156,183,10,14,2,23.78
4142,3,0,1,1,23.78,27.275,56,19.0012,28,166,194,10,15,2,23.78
4143,3,0,1,1,23.78,27.275,56,22.0028,36,273,309,10,16,2,23.78
4144,3,0,1,1,22.96,26.515,60,26.0027,55,530,585,10,17,2,22.96
4145,3,0,1,1,22.14,25.76,64,19.0012,68,456,524,10,18,2,22.14
4146,3,0,1,1,21.32,25.0,68,15.0013,35,310,345,10,19,2,21.32
4147,3,0,1,1,21.32,25.0,68,15.0013,25,236,261,10,20,2,21.32
4148,3,0,1,1,20.5,24.24,72,8.9981,22,144,166,10,21,2,20.5
4149,3,0,1,1,20.5,24.24,72,8.9981,8,106,114,10,22,2,20.5
4150,3,0,1,1,19.68,23.485,77,8.9981,6,60,66,10,23,2,19.68
4151,3,0,1,1,19.68,23.485,77,8.9981,7,36,43,10,0,3,19.68
4152,3,0,1,1,19.68,23.485,77,11.0014,4,7,11,10,1,3,19.68
4153,3,0,1,1,18.86,22.725,82,11.0014,1,2,3,10,2,3,18.86
4154,3,0,1,1,18.86,22.725,82,7.0015,1,5,6,10,3,3,18.86
4155,3,0,1,1,18.04,21.97,88,0.0,1,4,5,10,4,3,18.04
4156,3,0,1,1,18.04,21.97,82,8.9981,3,29,32,10,5,3,18.04
4157,3,0,1,1,18.04,21.97,82,7.0015,5,112,117,10,6,3,18.04
4158,3,0,1,1,18.86,22.725,77,7.0015,9,292,301,10,7,3,18.86
4159,3,0,1,1,21.32,25.0,63,0.0,26,441,467,10,8,3,21.32
